timestamp,video_id,scene_number,scene_snapshot_number,scene_snapshot_path,subtitle,cleaned_subtitle,snapshot_desc,profanity_present,nudity_present,should_censor
484846,1,,,,"Even if the boy lives,
he'll be a cripple, a grotesque.",,,False,False,False
488474,1,,,,"Give me a good, clean death any day.",,,False,False,False
492396,1,,,,"Speaking for the grotesques,
l'd have to disagree.",,,False,False,False
495983,1,,,,"Death is so final, whereas life...",,,False,False,False
498860,1,,,,"ah, life is full of possibilities.",,,False,False,False
502363,1,,,,"l hope the boy does wake. l'd be very
interested to hear what he has to say.",,,False,False,False
509288,1,,,,"My dear brother,",,,False,False,False
511163,1,,,,"there are times you make me wonder
whose side you're on.",,,False,False,False
513959,1,,,,"My dear brother, you wound me.",,,False,False,False
516252,1,,,,"You know how much
l love my family.",,,False,False,False
538108,1,,,,Please.,,,False,False,False
539401,1,,,,"Oh, l would have dressed, Your Grace.",,,False,False,False
542778,1,,,,This is your home. l'm your guest.,,,False,False,False
548410,1,,,,"Handsome one, isn't he?",,,False,False,False
551162,1,,,,"l lost my first boy,
a little black-haired beauty.",,,False,False,False
555834,1,,,,He was a fighter too -,,,False,False,False
557794,1,,,,tried to beat the fever that took him.,,,False,False,False
562049,1,,,,Forgive me.,,,False,False,False
564175,1,,,,"lt's the last thing you
need to hear right now.",,,False,False,False
566136,1,,,,l never knew.,,,False,False,False
568305,1,,,,lt was years ago.,,,False,False,False
571599,1,,,,"Robert was crazed,
beat his hands bloody on the wall,"," Robert became very upset,
pounded his fists against the wall.",,True,False,False
575270,1,,,,"all the things men do
to show you how much they care.",,,False,False,False
583570,1,,,,The boy looked just like him.,,,False,False,False
587449,1,,,,Such a little thing.,,,False,False,False
590368,1,,,,A bird without feathers.,,,False,False,False
595206,1,,,,They came to take his body away,,,False,False,False
598542,1,,,,"and Robert held me.
l screamed and l battled, but he held me.",,,False,False,False
607677,1,,,,That little bundle.,,,False,False,False
611305,1,,,,"They took him away
and l never saw him again.",,,False,False,False
613684,1,,,,"Never have visited the crypt, never.",,,False,False,False
626863,1,,,,"l pray to the Mother
every morning and night",,,False,False,False
628699,1,,,,that she return your child to you.,,,False,False,False
632868,1,,,,l am grateful.,,,False,False,False
635580,1,,,,Perhaps this time she'll listen.,,,False,False,False
668821,1,,,,"[Bellows pumping, fire crackling]",,,False,False,False
689843,1,,,,A sword for the Wall?,,,False,False,False
692930,1,,,,"- l already have one.
- Good man.",,,False,False,False
696058,1,,,,"- Have you swung it yet?
- Of course l have.",,,False,False,False
698893,1,,,,"At someone, l mean.",,,False,False,False
705066,1,,,,"lt's a strange thing,
the first time you cut a man.",,,False,False,False
708695,1,,,,"You realise we're nothing
but sacks of meat and blood,",,,False,False,False
711949,1,,,,and some bone to keep it all standing.,,,False,False,False
717036,1,,,,Let me thank you ahead of time,,,False,False,False
719247,1,,,,"for guarding us all from the perils
beyond the Wall -",,,False,False,False
722124,1,,,,"wildlings and white walkers
and whatnot.",,,False,False,False
726838,1,,,,"We're grateful to have good, strong men
like you protecting us.",,,False,False,False
733552,1,,,,"We've guarded the Kingdoms
for 8,OOO years.",,,False,False,False
739184,1,,,,ls it ''we'' already?,,,False,False,False
742979,1,,,,"Have you taken your vows, then?",,,False,False,False
744439,1,,,,Soon enough.,,,False,False,False
748234,1,,,,Give my regards to the Night's Watch.,,,False,False,False
750653,1,,,,"l'm sure it will be thrilling to serve
in such an elite force. And if not...",,,False,False,False
756158,1,,,,it's only for life.,,,False,False,False
777513,1,,,,"Thank you, Nymeria.",,,False,False,False
786940,1,,,,"Septa Mordane says
l have to do it again.",,,False,False,False
789401,1,,,,"My things weren't
properly folded, she says.",,,False,False,False
792237,1,,,,"Who cares how they're folded?
They're going to get all messed up anyway.",,,False,False,False
795281,1,,,,lt's good you've got help.,,,False,False,False
797618,1,,,,Watch.,,,False,False,False
799286,1,,,,"Nymeria, gloves.",,,False,False,False
805166,1,,,,[Whimpers],,,False,False,False
807460,1,,,,"- Impressive.
- Shut up.",,,False,False,False
809754,1,,,,"Nymeria, gloves!",,,False,False,False
814008,1,,,,l have something for you.,,,False,False,False
815969,1,,,,And it has to be packed very carefully.,,,False,False,False
818972,1,,,,A present?,,,False,False,False
820140,1,,,,Close the door.,,,False,False,False
834613,1,,,,This is no toy.,,,False,False,False
839785,1,,,,Be careful you don't cut yourself.,,,False,False,False
845290,1,,,,"- It's so skinny.
- So are you.",,,False,False,False
848834,1,,,,"l had the blacksmith
make it for you special.",,,False,False,False
850795,1,,,,"lt won't hack a man's head off,",,,False,False,False
852089,1,,,,"but it can poke him full of holes
if you're quick enough.",,,False,False,False
854132,1,,,,"- l can be quick.
- You'll have to work at it every day.",,,False,False,False
858302,1,,,,How does it feel?,,,False,False,False
860638,1,,,,Do you like the balance?,,,False,False,False
863058,1,,,,l think so.,,,False,False,False
866018,1,,,,First lesson - stick them with the pointy end.,,,False,False,False
868521,1,,,,l know which end to use.,,,False,False,False
876445,1,,,,l'm going to miss you.,,,False,False,False
879616,1,,,,Careful.,,,False,False,False
892337,1,,,,"All the best swords have names, you know.",,,False,False,False
898385,1,,,,Sansa can keep her sewing needles.,,,False,False,False
902138,1,,,,l've got a needle of my own.,,,False,False,False
919071,1,,,,l came to say goodbye to Bran.,,,False,False,False
921116,1,,,,You've said it.,,,False,False,False
933545,1,,,,l wish l could be here when you wake up.,,,False,False,False
939760,1,,,,l'm going north with Uncle Benjen.,,,False,False,False
942387,1,,,,l'm taking the black.,,,False,False,False
952731,1,,,,"l know we always talked about
seeing the Wall together,",,,False,False,False
955566,1,,,,"but you'll be able to come visit me
at Castle Black when you're better.",,,False,False,False
961281,1,,,,l'll know my way around by then.,,,False,False,False
964034,1,,,,l'll be a sworn brother of the Night's Watch.,,,False,False,False
971499,1,,,,"We can go out walking beyond the Wall,
if you're not afraid.",,,False,False,False
989184,1,,,,l want you...,,,False,False,False
992145,1,,,,to leave.,,,False,False,False
1053331,1,,,,1T years ago,,,False,False,False
1055125,1,,,,you rode off with Robert Baratheon.,,,False,False,False
1059963,1,,,,"You came back a year later
with another woman's son.",,,False,False,False
1064800,1,,,,And now you're leaving again.,,,False,False,False
1070098,1,,,,l have no choice.,,,False,False,False
1071934,1,,,,"That's what men always say
when honour calls.",,,False,False,False
1075896,1,,,,"That's what you tell your families,
tell yourselves.",,,False,False,False
1081068,1,,,,You do have a choice.,,,False,False,False
1084487,1,,,,And you've made it.,,,False,False,False
1090493,1,,,,Cat...,,,False,False,False
1097083,1,,,,"l can't do it, Ned.",,,False,False,False
1102630,1,,,,l really can't.,,,False,False,False
1104590,1,,,,You can.,,,False,False,False
1108637,1,,,,You must.,,,False,False,False
1133494,1,,,,You've said goodbye to Bran?,,,False,False,False
1136247,1,,,,He's not going to die. l know it.,,,False,False,False
1138375,1,,,,You Starks are hard to kill.,,,False,False,False
1141587,1,,,,My mother?,,,False,False,False
1143171,1,,,,"- She was very kind.
- Good.",,,False,False,False
1147592,1,,,,"Next time l see you,
you'll be all in black.",,,False,False,False
1149886,1,,,,lt was always my colour.,,,False,False,False
1153181,1,,,,"Farewell, Snow.",,,False,False,False
1155058,1,,,,"And you, Stark.",,,False,False,False
1208820,1,,,,"There's great honour serving
in the Night's Watch.",,,False,False,False
1213407,1,,,,"The Starks have manned the Wall
for thousands of years.",,,False,False,False
1217913,1,,,,And you are a Stark.,,,False,False,False
1219915,1,,,,"You might not have my name,",,,False,False,False
1222125,1,,,,but you have my blood.,,,False,False,False
1230716,1,,,,ls my mother alive?,,,False,False,False
1233470,1,,,,"Does she know about me?
Where l am, where l'm going?",,,False,False,False
1238058,1,,,,Does she care?,,,False,False,False
1241102,1,,,,"I
The next time we see each other",,,False,False,False
1244188,1,,,,we'll talk about your mother.,,,False,False,False
1246358,1,,,,Hmm?,,,False,False,False
1248193,1,,,,l promise.,,,False,False,False
1281810,1,,,,[Horse neighs],,,False,False,False
1289443,1,,,,"Gods, this is country!",,,False,False,False
1294322,1,,,,"l've half a mind to leave them
all behind and keep going.",,,False,False,False
1299785,1,,,,l've half a mind to go with you.,,,False,False,False
1302121,1,,,,"What do you say, just you and me
on the Kingsroad, swords at our sides,",,,False,False,False
1307002,1,,,,"a couple of tavern wenches
to warm our beds tonight.",,,False,False,False
1310422,1,,,,"- You should have asked me 20 years ago.
- [Chuckles]",,,False,False,False
1313175,1,,,,"There were wars to fight,
women to marry -",,,False,False,False
1316052,1,,,,we never had the chance to be young.,,,False,False,False
1318472,1,,,,l recall a few chances.,,,False,False,False
1320182,1,,,,[Laughing],,,False,False,False
1324019,1,,,,"There was that one...
Oh, what was her name?",,,False,False,False
1326687,1,,,,That common girl of yours?,,,False,False,False
1328732,1,,,,"Becca. With the great big tits
you could bury your face in.", Becca. Her large chest made it feel like you could get lost in them.,,True,False,False
1331652,1,,,,"Bessie.
She was one of yours.",,,False,False,False
1333986,1,,,,"Bessie!
Thank the gods for Bessie.",,,False,False,False
1337823,1,,,,And her tits., and her bust.,,True,False,False
1340452,1,,,,"Yours was, er... Aleena?",,,False,False,False
1342995,1,,,,No. You told me once. Er... Meryl?,,,False,False,False
1345957,1,,,,Your bastard's mother?, Your baby's parent?,,True,False,False
1349752,1,,,,"- Wylla.
- That's it.",,,False,False,False
1352004,1,,,,She must have been a rare wench,,,False,False,False
1354258,1,,,,"to make Lord Eddard Stark
forget his honour.",,,False,False,False
1357218,1,,,,You never told me what she looked like.,,,False,False,False
1360347,1,,,,Nor will l.,,,False,False,False
1364184,1,,,,We were at war.,,,False,False,False
1366227,1,,,,"None of us knew if we were
gonna go back home again.",,,False,False,False
1369146,1,,,,"You're too hard on yourself.
You always have been.",,,False,False,False
1374235,1,,,,"l swear if l weren't your king,
you'd have hit me already.",,,False,False,False
1377446,1,,,,The worst thing about your coronation -,,,False,False,False
1380867,1,,,,l'll never get to hit you again.,,,False,False,False
1385246,1,,,,"Trust me, that's not the worst thing.",,,False,False,False
1391752,1,,,,There was a rider in the night.,,,False,False,False
1399845,1,,,,"Daenerys Targaryen has wed
some Dothraki horselord.",,,False,False,False
1403432,1,,,,"What of it? Do we send her
a wedding gift?",,,False,False,False
1405349,1,,,,"A knife perhaps, a good, sharp one,",,,False,False,False
1407769,1,,,,and a bold man to wield it.,,,False,False,False
1409896,1,,,,She's little more than a child.,,,False,False,False
1411857,1,,,,"Soon enough that child will spread her legs
and start breeding.",,,False,False,False
1415234,1,,,,"- Tell me we're not speaking of this.
- Oh, it's unspeakable to you?",,,False,False,False
1418946,1,,,,"What her father did to your family -
that was unspeakable.",,,False,False,False
1422367,1,,,,"What Rhaegar Targaryen
did to your sister -",,,False,False,False
1424828,1,,,,the woman l loved.,,,False,False,False
1426954,1,,,,l'll kill every Targaryen l get my hands on.,,,False,False,False
1430082,1,,,,"But you can't get your hands
on this one, can you?",,,False,False,False
1432210,1,,,,"This Khal Drogo,",,,False,False,False
1434879,1,,,,"it's said he has 100,OOO men
in his horde.",,,False,False,False
1436924,1,,,,"Even a million Dothraki
are no threat to the realm,",,,False,False,False
1439760,1,,,,"as long as they remain on the other side
of the Narrow Sea.",,,False,False,False
1442471,1,,,,"They have no ships, Robert.",,,False,False,False
1444556,1,,,,"There are still those in the Seven Kingdoms
who call me usurper.",,,False,False,False
1448685,1,,,,"lf the Targaryen boy crosses
with a Dothraki horde at his back,",,,False,False,False
1452521,1,,,,"- the scum will join him.
- He will not cross.",,,False,False,False
1456734,1,,,,"And if by chance he does,
we'll throw him back into the sea.",,,False,False,False
1465077,1,,,,"There's a war coming, Ned.",,,False,False,False
1468204,1,,,,"l don't know when,
l don't know who we'll be fighting,",,,False,False,False
1471500,1,,,,but it's coming.,,,False,False,False
1475921,1,,,,[Laughter],,,False,False,False
1499152,1,,,,[Whimpering],,,False,False,False
1503322,1,,,,[Grunting],,,False,False,False
1537773,1,,,,[Fox barking],,,False,False,False
1545072,1,,,,Sit.,,,False,False,False
1546908,1,,,,You'll be fed.,,,False,False,False
1552747,1,,,,Untie them.,,,False,False,False
1555416,1,,,,"Ah, rapers.",,,False,False,False
1559963,1,,,,"They were given a choice, no doubt -
castration or the Wall.",,,False,False,False
1563841,1,,,,Most choose the knife.,,,False,False,False
1571183,1,,,,Not impressed by your new brothers?,,,False,False,False
1576646,1,,,,Lovely thing about the Watch -,,,False,False,False
1578482,1,,,,"you discard your old family
and get a whole new one.",,,False,False,False
1590910,1,,,,Why do you read so much?,,,False,False,False
1592829,1,,,,Look at me and tell me what you see.,,,False,False,False
1597251,1,,,,ls this a trick?,,,False,False,False
1600378,1,,,,What you see is a dwarf.,,,False,False,False
1603173,1,,,,"lf l'd been born a peasant they might've
Ieft me out in the woods to die.",,,False,False,False
1606385,1,,,,"Alas, l was born a Lannister
of Casterly Rock.",,,False,False,False
1610722,1,,,,Things are expected of me.,,,False,False,False
1612808,1,,,,"My father was the Hand of the King
for 20 years.",,,False,False,False
1615310,1,,,,Until your brother killed that king.,,,False,False,False
1623318,1,,,,"Yes, until my brother killed him.",,,False,False,False
1628991,1,,,,Life is full of these little ironies.,,,False,False,False
1632493,1,,,,"My sister married the new king, and...",,,False,False,False
1635329,1,,,,"my repulsive nephew
will be king after him.",,,False,False,False
1640502,1,,,,"l must do my part for the honour of my house.
Wouldn't you agree?",,,False,False,False
1645464,1,,,,But how?,,,False,False,False
1647509,1,,,,"Well, my brother has his sword",,,False,False,False
1650387,1,,,,"and l have my mind,",,,False,False,False
1651804,1,,,,"and a mind needs books
like a sword needs a whetstone.",,,False,False,False
1655934,1,,,,"That's why l read so much, Jon Snow.",,,False,False,False
1662816,1,,,,And you?,,,False,False,False
1664650,1,,,,"What's your story, bastard?"," What's your background, young one?",,True,False,False
1669114,1,,,,"Ask me nicely
and maybe l'll tell you, dwarf.",,,False,False,False
1676038,1,,,,"A bastard boy with nothing to inherit,", A young man born with no inheritance.,,True,False,False
1678916,1,,,,"off to join the ancient order
of the Night's Watch,",,,False,False,False
1684128,1,,,,alongside his valiant brothers-in-arms.,,,False,False,False
1687424,1,,,,"The Night's Watch protects
the realm from...",,,False,False,False
1689175,1,,,,"Ah, yes, yes, against
grumpkins and snarks",,,False,False,False
1692596,1,,,,"and all the other monsters
your wet nurse warned you about.",,,False,False,False
1696265,1,,,,You're a smart boy.,,,False,False,False
1698644,1,,,,You don't believe that nonsense.,,,False,False,False
1708611,1,,,,"Everything's better
with some wine in the belly.",,,False,False,False
1724502,1,,,,[Wind howling],,,False,False,False
1726421,1,,,,[Creak],,,False,False,False
1746108,1,,,,"lt's time we reviewed
the accounts, my lady.",,,False,False,False
1750236,1,,,,"You'll want to know how much
this royal visit has cost us.",,,False,False,False
1755533,1,,,,Talk to Poole about it.,,,False,False,False
1759579,1,,,,"Poole went south
with Lord Stark, my lady.",,,False,False,False
1764251,1,,,,"We need a new steward,",,,False,False,False
1765586,1,,,,"and there are several other
appointments that require",,,False,False,False
1768754,1,,,,"- our immediate attention.
- l don't care about appointments!",,,False,False,False
1772717,1,,,,[Footsteps],,,False,False,False
1773926,1,,,,l'll make the appointments.,,,False,False,False
1778723,1,,,,We'll talk about it first thing in the morning.,,,False,False,False
1780725,1,,,,"Very good, my lord.",,,False,False,False
1785062,1,,,,My lady.,,,False,False,False
1786647,1,,,,[Distant howling],,,False,False,False
1794615,1,,,,"[Distant barking, howling]",,,False,False,False
1799660,1,,,,When was the last time you left this room?,,,False,False,False
1803165,1,,,,l have to take care of him.,,,False,False,False
1804541,1,,,,"He's not going to die, Mother.",,,False,False,False
1806376,1,,,,"Maester Luwin says the most
dangerous time has passed.",,,False,False,False
1808337,1,,,,What if he's wrong?,,,False,False,False
1809463,1,,,,"- Bran needs me.
- Rickon needs you.",,,False,False,False
1813841,1,,,,"- He's six.
- [Barking and howling continues]",,,False,False,False
1815843,1,,,,"He doesn't know what's happening.
He follows me around all day,",,,False,False,False
1819222,1,,,,"- clutching my leg, crying...
- Close the windows!",,,False,False,False
1821641,1,,,,"l can't stand it!
Please make them stop!",,,False,False,False
1823726,1,,,,"- [Howling, barking]
- [Animal shrieking]",,,False,False,False
1827563,1,,,,Fire.,,,False,False,False
1830108,1,,,,"- [People shouting]
- You stay here. l'll come back.",,,False,False,False
1832360,1,,,,[Bell ringing],,,False,False,False
1834737,1,,,,"[Barking, people shouting]",,,False,False,False
1850337,1,,,,You're not supposed to be here.,,,False,False,False
1852630,1,,,,No one is supposed to be here.,,,False,False,False
1855759,1,,,,lt's a mercy.,,,False,False,False
1857718,1,,,,He's dead already.,,,False,False,False
1861556,1,,,,No!,,,False,False,False
1863140,1,,,,[She yells],,,False,False,False
1864850,1,,,,[Both grunting],,,False,False,False
1872192,1,,,,"- [Crunch]
- [Screaming]",,,False,False,False
1874610,1,,,,[Slash],,,False,False,False
1877990,1,,,,[Gasping],,,False,False,False
1881702,1,,,,"- [Snarling]
- [Screaming]",,,False,False,False
1884162,1,,,,"- [Ripping]
- [Choking, screaming]",,,False,False,False
1909812,1,,,,[Whines softly],,,False,False,False
1913692,1,,,,[Horse neighs],,,False,False,False
1915527,1,,,,"[People chatting, child crying]",,,False,False,False
1917945,1,,,,[Animals bleating],,,False,False,False
1930166,1,,,,"- Have you ever seen a dragon?
- Dragon gone, Khaleesi.",,,False,False,False
1934588,1,,,,Everywhere? Even in the East?,,,False,False,False
1936924,1,,,,No dragon. Brave men kill them.,,,False,False,False
1940593,1,,,,"- It is known.
- It is known.",,,False,False,False
1943137,1,,,,"A trader from Qarth told me
that dragons come from the moon.",,,False,False,False
1947099,1,,,,The moon?,,,False,False,False
1949394,1,,,,"He told me the moon
was an egg, Khaleesi,",,,False,False,False
1952105,1,,,,that once there were two moons in the sky.,,,False,False,False
1954858,1,,,,"But one wandered too close to the sun
and it cracked from the heat,",,,False,False,False
1958861,1,,,,"and out of it poured
a thousand thousand dragons",,,False,False,False
1961906,1,,,,and they drank the sun's fire.,,,False,False,False
1963908,1,,,,[Chuckles] Moon is no egg.,,,False,False,False
1966954,1,,,,Moon is goddess - wife of sun.,,,False,False,False
1969915,1,,,,"- It is known.
- It is known.",,,False,False,False
1974211,1,,,,Leave me with her.,,,False,False,False
1984096,1,,,,"Why did the trader from Qarth
tell you these stories?",,,False,False,False
1987890,1,,,,Men like to talk when they're happy.,,,False,False,False
1990519,1,,,,"Before your brother bought me for you,
it was my job to make men happy.",,,False,False,False
1995189,1,,,,How old were you?,,,False,False,False
1997024,1,,,,"l was nine when my mother
sold me to the pleasure house.",,,False,False,False
1999695,1,,,,Nine?!,,,False,False,False
2001362,1,,,,"l did not touch a man
for three years, Khaleesi.",,,False,False,False
2005450,1,,,,First you must learn.,,,False,False,False
2011455,1,,,,"Can you teach me
how to make the khal happy?",,,False,False,False
2016043,1,,,,Yes.,,,False,False,False
2017963,1,,,,Will it take three years?,,,False,False,False
2021800,1,,,,No.,,,False,False,False
2026262,1,,,,[Wind whistling],,,False,False,False
2028848,1,,,,[Horse snorts],,,False,False,False
2044531,1,,,,Welcome.,,,False,False,False
2136957,1,,,,"[Catelyn] What l am about to tell you
must remain between us.",,,False,False,False
2141919,1,,,,l don't think Bran fell from that tower.,,,False,False,False
2146173,1,,,,l think he was thrown.,,,False,False,False
2149176,1,,,,"The boy was always
surefooted before.",,,False,False,False
2151888,1,,,,Someone tried to kill him twice.,,,False,False,False
2154850,1,,,,Why? Why murder an innocent child?,,,False,False,False
2157852,1,,,,"Unless he saw something
he wasn't meant to see.",,,False,False,False
2160606,1,,,,"- Saw what, my lady?
- l don't know.",,,False,False,False
2164734,1,,,,"But l would stake my life
the Lannisters are involved.",,,False,False,False
2167278,1,,,,"We already have reason to suspect
their loyalty to the Crown.",,,False,False,False
2170615,1,,,,Did you notice the dagger the killer used?,,,False,False,False
2172992,1,,,,lt's too fine a weapon for such a man.,,,False,False,False
2175370,1,,,,"The blade is Valyrian steel,
the handle dragonbone.",,,False,False,False
2178789,1,,,,Someone gave it to him.,,,False,False,False
2181876,1,,,,"They come into our home
and try to murder my brother?",,,False,False,False
2185713,1,,,,lf it's war they want...,,,False,False,False
2187298,1,,,,"lf it comes to that,
you know l'll stand behind you.",,,False,False,False
2189635,1,,,,"What, is there going to be
a battle in the Godswood?",,,False,False,False
2192888,1,,,,Hmm?,,,False,False,False
2194472,1,,,,"Too easily words of war
become acts of war.",,,False,False,False
2197559,1,,,,We don't know the truth yet.,,,False,False,False
2200187,1,,,,Lord Stark must be told of this.,,,False,False,False
2202229,1,,,,"l don't trust a raven
to carry these words.",,,False,False,False
2205066,1,,,,"- l'll ride to King's Landing.
- No.",,,False,False,False
2207068,1,,,,There must always be a Stark in Winterfell.,,,False,False,False
2210405,1,,,,"- l will go myself.
- Mother, you can't.",,,False,False,False
2212281,1,,,,l must.,,,False,False,False
2214952,1,,,,"l'll send Hal with a squad
of guardsmen to escort you.", I'll have Hal lead a team of escorts to safely guide you.,,True,False,False
2217704,1,,,,Too large a party attracts unwanted attention.,,,False,False,False
2220332,1,,,,"l don't want the Lannisters
to know l'm coming.",,,False,False,False
2222542,1,,,,Let me accompany you at least.,,,False,False,False
2224169,1,,,,"The Kingsroad can be a dangerous place
for a woman alone.",,,False,False,False
2231008,1,,,,What about Bran?,,,False,False,False
2235013,1,,,,"l have prayed to the Seven
for more than a month.",,,False,False,False
2239225,1,,,,Bran's life is in their hands now.,,,False,False,False
2301495,1,,,,"No, Khaleesi.",,,False,False,False
2303457,1,,,,You must look in his eyes always.,,,False,False,False
2306417,1,,,,Love comes in at the eyes.,,,False,False,False
2310046,1,,,,"lt is said that Irogenia of Lys
could finish a man",,,False,False,False
2313008,1,,,,with nothing but her eyes.,,,False,False,False
2314968,1,,,,Finish a man?,,,False,False,False
2318805,1,,,,Oh.,,,False,False,False
2322142,1,,,,"Kings travelled across the world
for a night with Irogenia.",,,False,False,False
2325812,1,,,,Magisters sold their palaces.,,,False,False,False
2328522,1,,,,"Khals burned her enemies
just to have her for a few hours.",,,False,False,False
2333028,1,,,,"They say a thousand men
proposed to her",,,False,False,False
2335738,1,,,,and she refused them all.,,,False,False,False
2338908,1,,,,"Well, she sounds like
an interesting woman.",,,False,False,False
2342287,1,,,,l... l don't think,,,False,False,False
2344080,1,,,,that Drogo will like it with me on top.,,,False,False,False
2346667,1,,,,"You will make him like it, Khaleesi.",,,False,False,False
2349044,1,,,,Men want what they've never had.,,,False,False,False
2351213,1,,,,"And the Dothraki take slaves like
a hound takes a bitch.", The Dothraki capture people as if a dog captures puppies.,,True,False,False
2356008,1,,,,"Are you a slave, Khaleesi?",,,False,False,False
2368939,1,,,,Then don't make love like a slave.,,,False,False,False
2379490,1,,,,"[Gasps] Very good, Khaleesi.",,,False,False,False
2382535,1,,,,"Out there he is the mighty khal,",,,False,False,False
