timestamp,scene_number,scene_snapshot_number,scene_snapshot_path,subtitle,cleaned_subtitle,snapshot_desc,profanity_present,nudity_present,should_censor
326998,,,,"The family was snowbound
and freezing,",,,False,False,False
329949,,,,without food or heat.,,,False,False,False
333388,,,,"The father vanished...
laid to waste by",,,False,False,False
336889,,,,alcohol.,,,False,False,False
338925,,,,And so it was left,,,False,False,False
340726,,,,"to this boy,",,,False,False,False
342345,,,,this little man of tender years,,,False,False,False
345065,,,,"to fend for himself
and his family.",,,False,False,False
348918,,,,"Off in the cold he went,",,,False,False,False
351103,,,,"worn shoes wrapped in rags,",,,False,False,False
353439,,,,"newspaper lining
his thin wool coat,",,,False,False,False
356241,,,,"as he trudged
chest deep in snow",,,False,False,False
359828,,,,"to the rail yard,",,,False,False,False
361779,,,,"foraging on hands
and bloody knees", Exploring on hands and slightly dirty palms,,True,False,False
365033,,,,"for scraps of coal,",,,False,False,False
367102,,,,hoping for some potatoes,,,False,False,False
369669,,,,spilled from a ruptured sack.,,,False,False,False
371853,,,,"Finding none,",,,False,False,False
374842,,,,he took a broom handle...,,,False,False,False
377428,,,,"and in desperation,
killed his family's dinner:",,,False,False,False
382997,,,,"Three wharf rats hiding in the
hold of a ship.",,,False,False,False
387003,,,,(Gasps),,,False,False,False
389187,,,,"Terrible, yes.",,,False,False,False
392006,,,,But the family survived.,,,False,False,False
396394,,,,And the little boy?,,,False,False,False
400398,,,,"Well, the little boy
speaks to you tonight",,,False,False,False
402951,,,,"- from this very podium.
- (Applause)",,,False,False,False
409022,,,,Prohibition means progress.,,,False,False,False
411607,,,,"Never again will families
be robbed of their fathers,",,,False,False,False
415862,,,,held hostage by alcohol.,,,False,False,False
419467,,,,How proud I am...,,,False,False,False
421301,,,,"to live in a nation which,",,,False,False,False
423252,,,,"God willing, this year will finally
give s women the right to vote.",,,False,False,False
433377,,,,"Ladies, I regret to inform you...",,,False,False,False
435062,,,,"that I have been called away
on urgent county business...",,,False,False,False
437849,,,,"and therefore will be unable
to stay for the potluck.",,,False,False,False
440934,,,,"- (Groans)
- Shh-shh.",,,False,False,False
442936,,,,"In closing, however,
let me say this:",,,False,False,False
445554,,,,"Without the continued support
of good decent women...",,,False,False,False
449526,,,,"like you, men like me...",,,False,False,False
452079,,,,would be nowhere.,,,False,False,False
454914,,,,Thank you and God bless.,,,False,False,False
465240,,,,"In the trenches
once we ate dog meat.",,,False,False,False
467959,,,,But rats?,,,False,False,False
471913,,,,"First rule of politics, kiddo:",,,False,False,False
473714,,,,"Never let the truth get
in the way of a good story.",,,False,False,False
476384,,,,"Barker: Come on in, boys!
Don't be shy.",,,False,False,False
479304,,,,"Meet the gals who put
the ""ooh"" in ooh-la-la.",,,False,False,False
483273,,,,"Step right up, friends.
Whatcha waiting for?",,,False,False,False
485925,,,,"Lovely ladies
direct from Paris...",,,False,False,False
489229,,,,France.,,,False,False,False
490864,,,,"- (Giggles)
- Young ladies,",,,False,False,False
492199,,,,"I know there are attractions
that your parents",,,False,False,False
494151,,,,"would like to take you to,
but this",,,False,False,False
495868,,,,"is not one of them.
Ladies, take them away, yes.",,,False,False,False
498203,,,,"- They should have been gone a
long time ago. - (Laughs)",,,False,False,False
500373,,,,"Don't be afraid, fellas.
They won't bite...",,,False,False,False
502192,,,,unless you want them to.,,,False,False,False
505945,,,,"- Hey, Nucky, how you doing?
- Not as good as you, Wendell.",,,False,False,False
508581,,,,"- Good evening, Nucky.
- Hey, how are ya?",,,False,False,False
510665,,,,"- How are you, Nucky?
- Nice to see you.",,,False,False,False
513117,,,,(Band playing),,,False,False,False
541193,,,,"[Man]:
Say it ain't so, Joe.",,,False,False,False
553120,,,,To the end of the world!,,,False,False,False
557376,,,,(Baby crying),,,False,False,False
561345,,,,"All right,
take it easy, fellas.",,,False,False,False
565332,,,,"I got it!
I got it! Over here.",,,False,False,False
567266,,,,"[Man]: Hey, you got some rye?
I want some gin... gin!",,,False,False,False
569635,,,,"[Nucky]:
Thanks, ace.",,,False,False,False
582647,,,,"- Is my brother here?
- Upstairs.",,,False,False,False
584481,,,,They all are.,,,False,False,False
616520,,,,(Laughing),,,False,False,False
619522,,,,"I wanted to arrest him, but he
had 24 hours left. I couldn't.",,,False,False,False
622858,,,,(Clinking glass),,,False,False,False
625611,,,,"Boys, boys, boys.",,,False,False,False
627613,,,,"Mr. Mayor, friends,",,,False,False,False
630349,,,,"fellow members
of the city council,",,,False,False,False
632535,,,,"as you know,
in less than two hours",,,False,False,False
635403,,,,"liquor will be declared
illegal by decree",,,False,False,False
638289,,,,"of the distinguished gentlemen
of our nation's congress.",,,False,False,False
641877,,,,(Group moans),,,False,False,False
643361,,,,"To those beautiful,
ignorant bastards!"," To those charming, clueless folks!",,True,False,False
646481,,,,(Toasting),,,False,False,False
650134,,,,"Rest assured that dry
though the country may be,",,,False,False,False
653053,,,,"I am in the midst
of concluding arrangements",,,False,False,False
655637,,,,"that will keep Atlantic city
wet as a mermaid's twat.", That will keep Atlantic City wet like a mermaid's tail.,,True,False,False
658925,,,,"Jeez, Nucky,
you're fucking mermaids now?"," : 'Gosh, Nucky,
you're associated with some mysterious creatures now?'",,True,False,False
661262,,,,"Every vote counts,
Mr. Mayor.",,,False,False,False
662880,,,,"[Man]: A republican
through and through.",,,False,False,False
665315,,,,"The opportunity that is the Volstead act
has not merely knocked, my friends,",,,False,False,False
669018,,,,"- it has kicked our fucking doors in!
- (Agreeing)"," - It's broken down our entrance violently!
- (Agreeing)",,True,False,False
671437,,,,"- I'll believe it when I see it.
- Come on, George,",,,False,False,False
674056,,,,"it'll be like prohibition
never happened,",,,False,False,False
675991,,,,"but for one thing...
prices will increase twentyfold.",,,False,False,False
678610,,,,"What kind of sucker will pay three
clams for a drink worth 15c?",,,False,False,False
681696,,,,"- You.
- You'll pay 12 clams...",,,False,False,False
683831,,,,"for a piece of cooze
that ain't worth nothing.",,,False,False,False
685999,,,,"Yeah, you pay.
You pay.",,,False,False,False
687920,,,,I know.,,,False,False,False
689403,,,,"Now he's...
he's on the trolley.",,,False,False,False
691455,,,,"Number one...
we got a product...",,,False,False,False
693540,,,,"- a fella's gotta have.
- Yeah.",,,False,False,False
695292,,,,"Even better is that we got a
product he ain't allowed to have.",,,False,False,False
697961,,,,"- They might as well outlaw smoking.
- [Mayor]: A man's on holiday,",,,False,False,False
700630,,,,"believe me, he wants a drink,
he'll pay the price for it.",,,False,False,False
702684,,,,"- That's right.
- How about the law?",,,False,False,False
704018,,,,"The law?
I am the law, Georgie boy.",,,False,False,False
706552,,,,"Or are you so fucking soused
you thought I'm Lillian Gish, huh?"," : Are you so drunk that you mistook me for Lillian Gish, perhaps?",,True,False,False
711088,,,,"I mean this ain't a flower.
It's not a flower.",,,False,False,False
713309,,,,"I'm gonna kick him outta here right now.
You're outta here.",,,False,False,False
715928,,,,"- The feds!
- You're under arrest.",,,False,False,False
717896,,,,"The feds, the fucking prohis."," The feds, the problematic customs.",,True,False,False
719447,,,,"Oh, the feds,
the fucking pro..."," Oh, the federal agents,
the professional group...",,True,False,False
721066,,,,dogcatchers with badges.,,,False,False,False
723450,,,,"With all due deference
to dogcatchers.",,,False,False,False
727738,,,,"Now, as ward bosses,
you'll each be responsible...",,,False,False,False
730540,,,,"for taking orders
and collecting...",,,False,False,False
732542,,,,"from your restaurants,
hotels, what have you.",,,False,False,False
735079,,,,"Those orders will be reviewed
by my brother and his men,",,,False,False,False
738464,,,,who'll supervise delivery.,,,False,False,False
740583,,,,"Which brings me
to a few personnel changes.",,,False,False,False
742451,,,,"- You all remember Jimmy Darmody?
- Welcome back, kid!",,,False,False,False
744804,,,,"- Welcome home, Jimmy.
- Welcome back, kid.",,,False,False,False
747223,,,,"- Good to see you.
- Gave them huns hell, I heard.",,,False,False,False
748891,,,,"- Sure did.
- [Nucky]: He did.",,,False,False,False
750343,,,,"And now that he's made
the world safe for democracy,",,,False,False,False
752794,,,,"he's back to lend us
a hand too.",,,False,False,False
754896,,,,"In three weeks paddy Ryan
is taking over...",,,False,False,False
757065,,,,"as chief clerk
of the fourth ward.",,,False,False,False
758934,,,,"Jimmy here'll be
pat's man Friday.",,,False,False,False
760818,,,,"- Attaboy.
- Paddy.",,,False,False,False
762904,,,,"- Congratulations, paddy.
- Gentlemen, it's an honor.",,,False,False,False
765189,,,,"- Paddy Ryan... a good man.
- Look out, Mayor,",,,False,False,False
767808,,,,"the kid'll have
your job one day.",,,False,False,False
769493,,,,"He can have it
right now if he wants it.",,,False,False,False
771194,,,,"- Give it time, Mr. Mayor.
- Welcome aboard, paddy.",,,False,False,False
773697,,,,(Chatting),,,False,False,False
776083,,,,"10, nine, eight,",,,False,False,False
778284,,,,"seven, six, five,",,,False,False,False
781318,,,,"four, three, two,",,,False,False,False
784173,,,,one.,,,False,False,False
786691,,,,"(""Taps"" playing)",,,False,False,False
807026,,,,Prohibition!,,,False,False,False
809479,,,,(Cheering),,,False,False,False
852519,,,,(Growling),,,False,False,False
856189,,,,"Hey, where are you going?",,,False,False,False
857822,,,,"- What's eating you?
- Nothing. I don't know.",,,False,False,False
860776,,,,"- My stomach.
- Oh, go have a brioski.",,,False,False,False
876424,,,,"- Will you look at this shit?
- James."," : '- Check out this mess!
- James.'",,True,False,False
880511,,,,"No, put it in your mouth.",,,False,False,False
883412,,,,"Dempsey... ""champ was
no draft dodger.",,,False,False,False
886183,,,,"He explains his status
during war"".",,,False,False,False
888352,,,,"- So what did he say? - I dunno.
He supported his mother.",,,False,False,False
891554,,,,"- It's a bunch of baloney.
- They couldn't write it if it wasn't true.",,,False,False,False
894590,,,,"Wise up, Ange.
It's a bill of goods.",,,False,False,False
896693,,,,"You think a fella would give
up that type of opportunity...",,,False,False,False
898978,,,,to go fight for his country?,,,False,False,False
903316,,,,"What? Why are you looking
at me like that?",,,False,False,False
907269,,,,"Princeton wasn't exactly the
heavyweight championship, Angela.",,,False,False,False
913875,,,,"Have you given it
any more thought?",,,False,False,False
915711,,,,"I'd be 25 by the time I graduated...
almost 26.",,,False,False,False
918663,,,,"- I could go to work.
- Doing what?",,,False,False,False
922966,,,,"- Painting pictures?
- (Boy babbles)",,,False,False,False
926254,,,,And what about skeezix here?,,,False,False,False
928306,,,,"- Where are you going?
- Hey, sit down, eat your food.",,,False,False,False
930791,,,,"No no, come on.
You gotta eat this mush.",,,False,False,False
932927,,,,"Get up. Come on.
What about you, right?",,,False,False,False
935610,,,,"- Yeah.
- Drink your milk.",,,False,False,False
936761,,,,One more bite.,,,False,False,False
938180,,,,"You know, you could learn a lot
working for Ryan maybe.",,,False,False,False
943852,,,,"- Are the eggs ready yet?
- Hold your horses!",,,False,False,False
946772,,,,"Your mother's screwy if she thinks
I'm gonna work for a sap like Ryan.",,,False,False,False
950526,,,,"- Ryan's a sap.
- Ryan is a sap.",,,False,False,False
954477,,,,Don't say that.,,,False,False,False
956246,,,,"- I drank all my milk.
- Good.",,,False,False,False
961085,,,,So what are you gonna do?,,,False,False,False
964538,,,,I'm gonna talk to Nucky.,,,False,False,False
967874,,,,"I don't know, two years
killing Jerries",,,False,False,False
970660,,,,"doesn't exactly prepare you
for a whole lot else.",,,False,False,False
975098,,,,(Gunshots),,,False,False,False
981936,,,,"[Man]:
As prohibition agents,",,,False,False,False
984172,,,,"you represent the finest
America has to offer...",,,False,False,False
987525,,,,"the first line of defense in
the war against illegal liquor,",,,False,False,False
991345,,,,"stout-hearted men,",,,False,False,False
993864,,,,"centurions for the modern age,",,,False,False,False
997400,,,,"unswerving in duty
and incorruptible...",,,False,False,False
1001856,,,,in character.,,,False,False,False
1004842,,,,Raise your right hands.,,,False,False,False
1008660,,,,"- I...
- I...",,,False,False,False
1010696,,,,"- State your name...
- (Names)",,,False,False,False
1012865,,,,"- Do so solemnly swear...
- Do so solemnly swear...",,,False,False,False
1016002,,,,"To uphold the laws of the
constitution of the United States...",,,False,False,False
1019705,,,,"To uphold the laws of the
constitution of the United States...",,,False,False,False
1023041,,,,"To root out criminality
in all forms...",,,False,False,False
1025542,,,,"To root out
criminality in all forms...",,,False,False,False
1028062,,,,"And vigorously uphold
all laws...",,,False,False,False
1049398,,,,Nuck.,,,False,False,False
1051200,,,,Nucky.,,,False,False,False
1054421,,,,"Oh.
What time is it?",,,False,False,False
1056255,,,,2:30.,,,False,False,False
1060924,,,,"- Nucky, are you up?
- What the fuck's the matter?"," : ""- Nucky, are you awake?
- What's troubling you?""",,True,False,False
1063429,,,,"There's a lady waiting to see you.
She's been waiting over an hour.",,,False,False,False
1066798,,,,"She says it is urgent.
She's pregnant.",,,False,False,False
1069250,,,,"- (Woman moans)
- What?",,,False,False,False
1071768,,,,"- You met her last night.
- Last night?",,,False,False,False
1075556,,,,She saw you talk or something.,,,False,False,False
1077357,,,,"Ah ah!
The tempremence league.",,,False,False,False
1079776,,,,(Sighs),,,False,False,False
1081561,,,,"- (Groans)
- Why didn't you say so?",,,False,False,False
1084481,,,,"- I just did.
- ""Pregnant woman here to see you""...",,,False,False,False
1087200,,,,Give me a fucking nosebleed., : 'Give me a big shock.',,True,False,False
1089034,,,,"I... I... I...
I would never...",,,False,False,False
1090453,,,,"I am so sorry.
I would never inter...",,,False,False,False
1092104,,,,"- (door slams)
- Inter... interrupt.",,,False,False,False
1094039,,,,I go. I...,,,False,False,False
1097659,,,,"Man: Gentlemen, welcome
to the Brighton.",,,False,False,False
1099744,,,,"We got a nice
high floor, right?",,,False,False,False
1101580,,,,I want to look at the water.,,,False,False,False
1102997,,,,"Oh, rest assured, sir, all our
rooms have an ocean view.",,,False,False,False
1105950,,,,"- Boys.
- Mr. Torrio.",,,False,False,False
1107634,,,,"Rothstein.
See, I told you he'd come.",,,False,False,False
1111889,,,,"[Torrio]: Big Jim Colosimo,
Arnold Rothstein,",,,False,False,False
1114458,,,,and Charlie Luciano.,,,False,False,False
1116461,,,,"Charlie, how are you?",,,False,False,False
1118261,,,,(Speaking Italian),,,False,False,False
1122014,,,,How you doing?,,,False,False,False
1124633,,,,Come on.,,,False,False,False
1137863,,,,(Door opens),,,False,False,False
1141917,,,,You must please come this way.,,,False,False,False
1148087,,,,"David, I am so sorry I'm late.",,,False,False,False
1151658,,,,Tell Nucky I ain't got all day.,,,False,False,False
1156629,,,,(Clears throat),,,False,False,False
1158298,,,,Mrs. Schröder to see you.,,,False,False,False
1168207,,,,"Please, have a seat.",,,False,False,False
1170108,,,,May I offer you tea?,,,False,False,False
1172010,,,,"- (Irish accent) Thank you, I'm fine.
- No, it's no trouble.",,,False,False,False
1174947,,,,"- Have you eaten?
- Thank you no.",,,False,False,False
1176848,,,,"I mean I have, yes.",,,False,False,False
1179283,,,,"I've eaten, but I...",,,False,False,False
1181287,,,,"Okay, relax.
Please.",,,False,False,False
1184988,,,,"- No more appointments.
- Ja.",,,False,False,False
1189025,,,,"Is that a bit of the old country
I hear in your voice?",,,False,False,False
1193079,,,,"My husband says I sound
like an immigrant.",,,False,False,False
1195365,,,,"Ah. But we're all
immigrants, are we not?",,,False,False,False
1204006,,,,Tell me how I can help you.,,,False,False,False
1206040,,,,"First of all, sir,",,,False,False,False
1208727,,,,I would never...,,,False,False,False
1212649,,,,"but when I heard
you speak, I...",,,False,False,False
1215401,,,,There there now.,,,False,False,False
1219521,,,,My apologies.,,,False,False,False
1221905,,,,"My husband,",,,False,False,False
1223890,,,,"he has a weakness
for the dice games.",,,False,False,False
1226727,,,,"He's a drinker as well
on occasion.",,,False,False,False
1234535,,,,Is this your first child?,,,False,False,False
1236419,,,,Our third.,,,False,False,False
1239205,,,,We've a boy and a girl.,,,False,False,False
1244043,,,,"Do you have children
of your own, Mr. Thompson?",,,False,False,False
1248380,,,,I'm sorry.,,,False,False,False
1250016,,,,That was quite forward.,,,False,False,False
1252301,,,,"Not at all.
I do not.",,,False,False,False
1257606,,,,I lost my wife to consumption.,,,False,False,False
1262560,,,,"Oh, I'm sorry.",,,False,False,False
1265030,,,,She was very pretty.,,,False,False,False
1268867,,,,She was.,,,False,False,False
1272652,,,,"Hey, uh, Nucky?",,,False,False,False
1274654,,,,"- I'm gonna go now.
- Oh, I'm in a meeting.",,,False,False,False
1277874,,,,"No, please, I...",,,False,False,False
1279826,,,,"No, Mrs. Schröder,
Lucy Danziger.",,,False,False,False
1283046,,,,Hello.,,,False,False,False
1284779,,,,Hi.,,,False,False,False
1291620,,,,So am I gonna see ya later?,,,False,False,False
1295756,,,,I'll get in touch.,,,False,False,False
1304815,,,,"- I'm sorry. I...
- No.",,,False,False,False
1307851,,,,"- I... she's my...
- It's...",,,False,False,False
1314658,,,,Does your husband work?,,,False,False,False
1316909,,,,He's a baker's helper.,,,False,False,False
1319446,,,,"But till tourist season
and with winter,",,,False,False,False
1322698,,,,"and the children
without boots, I...",,,False,False,False
1327319,,,,Your story moved me so.,,,False,False,False
1331506,,,,"If you could see your way
to give him a job, sir?",,,False,False,False
1337128,,,,"As you say...
until tourist season.",,,False,False,False
1341333,,,,However...,,,False,False,False
1343467,,,,"This should see you
through winter.",,,False,False,False
1345468,,,,"I'm not here
looking for charity.",,,False,False,False
1347169,,,,I insist.,,,False,False,False
1351358,,,,"I don't know what to say,
how to thank you.",,,False,False,False
1357681,,,,"I'd be honored to name
my child after you.",,,False,False,False
1360515,,,,Enoch?,,,False,False,False
1362652,,,,"You couldn't possibly
be so cruel.",,,False,False,False
1368856,,,,Jimmy?,,,False,False,False
1370592,,,,"- See that Mrs. Schröder gets home.
- I'm fine to walk, please.",,,False,False,False
1374462,,,,"No no no, you are
in no condition.",,,False,False,False
1376364,,,,"- Thank you, Mr. Thompson.
- Sure.",,,False,False,False
1379216,,,,Pardon me.,,,False,False,False
1380883,,,,"Your friends from Chicago checked in.
The New York gangs too.",,,False,False,False
1383721,,,,"- We're all set for tonight then?
- 8:00, the Traymore.",,,False,False,False
1385805,,,,"- Good.
- Say, Nuck,",,,False,False,False
1387021,,,,"I was hoping
to bend your ear...",,,False,False,False
1388474,,,,"Drop her off then meet me
at the pier later.",,,False,False,False
1394313,,,,"¶ The laddie told the girlie
he must go away ¶",,,False,False,False
1397933,,,,"¶ oh, and her little heart
with grief 'most broke ¶",,,False,False,False
1402437,,,,"¶ well, she said,
""you know I love you, honey ¶",,,False,False,False
1404657,,,,"¶ I love you, honey,
best of all ¶",,,False,False,False
1406824,,,,"¶ so, baby, don't go away"" ¶",,,False,False,False
1411563,,,,¶ just as he went to go ¶,,,False,False,False
1417500,,,,¶ it grieved the girlie so ¶,,,False,False,False
1423173,,,,¶ these words ¶,,,False,False,False
1425459,,,,¶ he heard her say ¶,,,False,False,False
1431380,,,,¶ some ¶,,,False,False,False
1433881,,,,¶ of ¶,,,False,False,False
1435969,,,,¶ these days ¶,,,False,False,False
1439806,,,,"¶ oh, you'll miss me, honey ¶",,,False,False,False
1444359,,,,¶ some of these days ¶,,,False,False,False
1447928,,,,¶ you're gonna feel so lonely ¶,,,False,False,False
1452934,,,,"¶ you're gonna miss
my hugging ¶",,,False,False,False
1456738,,,,"¶ you're gonna
miss my kissing ¶",,,False,False,False
1460656,,,,"¶ you're gonna miss me, honey ¶",,,False,False,False
1464878,,,,¶ when I'm far away ¶,,,False,False,False
1472468,,,,¶ I feel so lonely ¶,,,False,False,False
1476121,,,,¶ just for you only ¶,,,False,False,False
1479958,,,,"¶ Mmm, you know, honey ¶",,,False,False,False
1483977,,,,¶ I let you have your way ¶,,,False,False,False
1487732,,,,¶ and when you leave me ¶,,,False,False,False
1492187,,,,"- ¶ I know it will grieve me...
¶ - (Horn honks)",,,False,False,False
1495273,,,,"[Mrs. Schröder]:
It's best you leave me here.",,,False,False,False
1496992,,,,"[Jimmy]: What was that?
- Please,",,,False,False,False
1498043,,,,"- could you leave me here?
- Right here?",,,False,False,False
1500811,,,,"- Okay.
- Thank you.",,,False,False,False
1511988,,,,"- May I help you inside?
- I'm fine.",,,False,False,False
1514874,,,,"- You sure?
- Thank you.",,,False,False,False
1523547,,,,"- Where have you been?
- I was, um...",,,False,False,False
1525717,,,,Get in the house.,,,False,False,False
1528719,,,,Who the hell is that?,,,False,False,False
1535226,,,,"- (Horn blares)
- (Music playing)",,,False,False,False
1540865,,,,"[Barker]: Gather around and
behold, ladies and gentlemen,",,,False,False,False
1544150,,,,"the catch of the day!
For Neptune yields...",,,False,False,False
1547319,,,,"the treasures from his
watery kingdom:",,,False,False,False
1549989,,,,"sea bass, eel, blue crabs,",,,False,False,False
1552243,,,,king mackerel and flounder...,,,False,False,False
1554294,,,,Nucky.,,,False,False,False
1555577,,,,"Bill McCoy, as I live
and breathe.",,,False,False,False
1559130,,,,"- Have you been up north lately?
- Funny you should ask.",,,False,False,False
1561750,,,,"I just got back...
a little souvenir shopping.",,,False,False,False
1564052,,,,"There are things you just
can't get back home anymore.",,,False,False,False
1568039,,,,"A load's coming in
tomorrow night.",,,False,False,False
1571091,,,,(Bell rings),,,False,False,False
1573260,,,,"Canadian club, straight
from the distillery.",,,False,False,False
1575563,,,,500 crates at 100 clams per.,,,False,False,False
1577932,,,,"- That's a nice even number.
- It keeps the arithmetic easy.",,,False,False,False
1580734,,,,"- I am a simple fisherman, after all.
- Not anymore, you're not.",,,False,False,False
1584988,,,,"""And he took
the loaves and fishes,",,,False,False,False
1586723,,,,"looked at his disciples
and said,",,,False,False,False
1589109,,,,"'fuck it. We're goin' into
the whiskey business""."," """"Let's go ahead and start the liquor business.""""",,True,False,False
1593444,,,,"- How much for the whole kaboodle?
- (Whistles)",,,False,False,False
1595780,,,,"It's a big city, Billy boy,
a lot of thirsty people.",,,False,False,False
1600668,,,,40 grand.,,,False,False,False
1602836,,,,35 and we'll do it once a week.,,,False,False,False
1605291,,,,What does that come to a crate?,,,False,False,False
1606791,,,,"A fuck of a lot more than you're
paying for it. That's for sure.", A significant amount more than what you paid. That's undoubtedly true.,,True,False,False
1610794,,,,Do we have a deal or no?,,,False,False,False
1615616,,,,Dirty chiseler., Clever swindler.,,True,False,False
1616801,,,,"You'll hear from my brother
about the particulars.",,,False,False,False
1619135,,,,"Where are you going?
I thought we were having a drink.",,,False,False,False
1621605,,,,"I already got what I wanted.
What the fuck would we talk about?"," I already achieved my goal.
What else is there to discuss?",,True,False,False
1624057,,,,"- (Snickers)
- Say, Nucky,",,,False,False,False
1625692,,,,"- about that thing.
- What thing?",,,False,False,False
1627526,,,,"- The thing I wanted to talk to you about.
- Wait, I gotta get cigarettes.",,,False,False,False
1629811,,,,(Music continuing),,,False,False,False
1645575,,,,(People talking quietly),,,False,False,False
1652499,,,,"- Nucky Thompson is here.
- (Gasps)",,,False,False,False
1656336,,,,"Mr. Thompson,
what an honor.",,,False,False,False
1659223,,,,"He was a good man.
My deepest condolences.",,,False,False,False
1661925,,,,"I hadn't even realized
you knew my husband.",,,False,False,False
1664978,,,,"Oh, of course. He was a fine fellow.
Just last month we spoke.",,,False,False,False
1668798,,,,Oh...,,,False,False,False
1670933,,,,But the laryngectomy.,,,False,False,False
1689750,,,,"Fellas, meet the missus.",,,False,False,False
1692253,,,,"She ain't much on personality,",,,False,False,False
1694037,,,,"but she don't talk back none neither.
(Giggling)",,,False,False,False
1698489,,,,"What's the matter, kid,
never seen a stiff before?",,,False,False,False
1701011,,,,I've seen a couple.,,,False,False,False
1706016,,,,"I'm short on time, Mickey.
What'd you want to show me?",,,False,False,False
1708800,,,,(Sighs) So much for the niceties.,,,False,False,False
1717174,,,,(Giggling),,,False,False,False
1719026,,,,(Music playing),,,False,False,False
1720845,,,,"(Chatting,
glassware clinking)",,,False,False,False
1730704,,,,"My factory, gentlemen.",,,False,False,False
1732489,,,,"- Quite an operation.
- 10 shiners,",,,False,False,False
1735191,,,,"two shifts, 24 hours a day...",,,False,False,False
1737360,,,,"Gotta figure we're puttin' out
close to 2,000 crates a week.",,,False,False,False
1740195,,,,"And that's just for starters.
(Giggles)",,,False,False,False
1742081,,,,"- None of this is legit?
- Not once they get through with it.",,,False,False,False
1745384,,,,"One part real,
eight parts water.",,,False,False,False
1747336,,,,"You heat it up, let it cool then add
your alcohol to bring up your proof.",,,False,False,False
1750705,,,,"- Where do you get your alcohol?
- Potatoes.",,,False,False,False
1753225,,,,"You let 'em ferment.
It smell's rough,",,,False,False,False
1756761,,,,"but compared to a stiff,
it's fuckin' lilacs."," Compared to something firm, it's like fragrant lilacs.",,True,False,False
1759047,,,,"(Giggles)
After you add the alcohol,",,,False,False,False
1761015,,,,"you throw in your caramel
coloring, your oil of rye,",,,False,False,False
1763853,,,,"bourbon... depending
what you want.",,,False,False,False
1766071,,,,"- You can make scotch too?
- Naturally.",,,False,False,False
1768771,,,,"You just gotta add some
carbonyl though for the bead.",,,False,False,False
1771490,,,,"- What's that?
- The bubbles.",,,False,False,False
1773911,,,,"Higher the proof,",,,False,False,False
