timestamp,video_id,scene_number,scene_snapshot_number,scene_snapshot_path,subtitle,cleaned_subtitle,snapshot_desc,profanity_present,nudity_present,should_censor
674588,1,,,,A guardsman just rode in from the hills.,,,False,False,False
676924,1,,,,"They've captured a deserter
from the Night's Watch.",,,False,False,False
683222,1,,,,Get the lads to saddle their horses.,,,False,False,False
685474,1,,,,Do you have to?,,,False,False,False
687559,1,,,,"He swore an oath, Cat.",,,False,False,False
689770,1,,,,"Law is law, my lady.",,,False,False,False
692774,1,,,,Tell Bran he's coming too.,,,False,False,False
696778,1,,,,Ned.,,,False,False,False
698487,1,,,,"Ten is too young
to see such things.",,,False,False,False
700906,1,,,,He won't be a boy forever.,,,False,False,False
704452,1,,,,And winter is coming.,,,False,False,False
725265,1,,,,"Good lad, go run back and get the rest.",,,False,False,False
733606,1,,,,White walkers.,,,False,False,False
735315,1,,,,I saw the white walkers.,,,False,False,False
738153,1,,,,White walkers.,,,False,False,False
740155,1,,,,"The white walkers, I saw them.",,,False,False,False
743323,1,,,,[Exhales],,,False,False,False
752000,1,,,,I know I broke my oath.,,,False,False,False
754836,1,,,,And I know I'm a deserter.,,,False,False,False
757213,1,,,,"I should have gone back to the Wall
and warned them, but...",,,False,False,False
761049,1,,,,I saw what I saw.,,,False,False,False
763178,1,,,,I saw the white walkers.,,,False,False,False
766680,1,,,,People need to know.,,,False,False,False
770684,1,,,,If you can get word to my family...,,,False,False,False
772645,1,,,,tell them I'm no coward.,,,False,False,False
775064,1,,,,Tell them I'm sorry.,,,False,False,False
794041,1,,,,"[Whispers] Forgive me, Lord.",,,False,False,False
800088,1,,,,"In the name of Robert
of the House Baratheon,",,,False,False,False
802382,1,,,,"- the first of his name...
- Don't look away.",,,False,False,False
804468,1,,,,"...King of the Andals and the First Men...
- Father will know if you do.",,,False,False,False
807429,1,,,,"...Lord of the Seven Kingdoms
and protector of the realm,",,,False,False,False
810891,1,,,,"I, Eddard of the House Stark,",,,False,False,False
813895,1,,,,"Lord of Winterfell
and Warden of the North,",,,False,False,False
816564,1,,,,sentence you to die.,,,False,False,False
833830,1,,,,You did well.,,,False,False,False
863694,1,,,,You understand why I did it?,,,False,False,False
865280,1,,,,Jon said he was a deserter.,,,False,False,False
867281,1,,,,"But do you understand
why I had to kill him?",,,False,False,False
869951,1,,,,"""Our way is the old way""?",,,False,False,False
873203,1,,,,"The man who passes the sentence
should swing the sword.",,,False,False,False
877916,1,,,,Is it true he saw the white walkers?,,,False,False,False
882338,1,,,,"The white walkers have been gone
for thousands of years.",,,False,False,False
886467,1,,,,So he was lying?,,,False,False,False
892472,1,,,,A madman sees what he sees.,,,False,False,False
920751,1,,,,What is it?,,,False,False,False
925048,1,,,,Mountain lion?,,,False,False,False
928092,1,,,,"There are no mountain lions
in these woods.",,,False,False,False
957704,1,,,,[Pup whines],,,False,False,False
976598,1,,,,It's a freak.,,,False,False,False
979769,1,,,,It's a direwolf.,,,False,False,False
990320,1,,,,Tough old beast.,,,False,False,False
994866,1,,,,"There are no direwolves
south of the Wall.",,,False,False,False
997828,1,,,,Now there are five.,,,False,False,False
1000747,1,,,,You want to hold it?,,,False,False,False
1003918,1,,,,[Pup whimpers],,,False,False,False
1006963,1,,,,[Bran] Where will they go?,,,False,False,False
1008588,1,,,,Their mother's dead.,,,False,False,False
1010424,1,,,,They don't belong down here.,,,False,False,False
1012092,1,,,,"Better a quick death.
They won't last without their mother.",,,False,False,False
1016012,1,,,,"- Right. Give it here.
- No!",,,False,False,False
1018140,1,,,,"- [Whimpers]
- Put away your blade.",,,False,False,False
1019934,1,,,,"- I take orders from your father, not you.
- Please, Father!",,,False,False,False
1022978,1,,,,"I'm sorry, Bran.",,,False,False,False
1024896,1,,,,Lord Stark?,,,False,False,False
1027733,1,,,,There are five pups.,,,False,False,False
1030610,1,,,,One for each of the Stark children.,,,False,False,False
1032821,1,,,,"- [Pup cries]
- The direwolf is the sigil of your house.",,,False,False,False
1036701,1,,,,They were meant to have them.,,,False,False,False
1044166,1,,,,You will train them yourselves.,,,False,False,False
1046461,1,,,,You will feed them yourselves.,,,False,False,False
1048463,1,,,,"And if they die, you will bury them yourselves.",,,False,False,False
1059973,1,,,,What about you?,,,False,False,False
1062559,1,,,,I'm not a Stark.,,,False,False,False
1064353,1,,,,Get on.,,,False,False,False
1073445,1,,,,[Whimpering],,,False,False,False
1076491,1,,,,What is it?,,,False,False,False
1082163,1,,,,"The runt of the litter.
That one's yours, Snow.",,,False,False,False
1094800,1,,,,[Bells tolling],,,False,False,False
1145851,1,,,,"As your brother,
I feel it's my duty to warn you...",,,False,False,False
1150272,1,,,,you worry too much.,,,False,False,False
1152399,1,,,,"- It's starting to show.
- And you never worry about anything.",,,False,False,False
1157029,1,,,,"When we were seven and you jumped off
the cliffs at Casterly Rock,",,,False,False,False
1161075,1,,,,"100-foot drop into the water...
you were never afraid.",,,False,False,False
1165579,1,,,,"There was nothing to be afraid of
until you told Father.",,,False,False,False
1168331,1,,,,"[Mimics] ""We're Lannisters.
Lannisters don't act like fools.""",,,False,False,False
1174338,1,,,,"- What if Jon Arryn told someone?
- But who would he tell?",,,False,False,False
1179260,1,,,,My husband.,,,False,False,False
1180511,1,,,,"If he told the king, both our heads would be
skewered on the city gates by now.",,,False,False,False
1185808,1,,,,"Whatever Jon Arryn knew or didn't know,
it died with him.",,,False,False,False
1189811,1,,,,"And Robert will choose
a new Hand of the King,",,,False,False,False
1191771,1,,,,"someone to do his job while he's off
fucking boars and hunting whores."," Someone else can handle things while he's away, possibly spending time outdoors with friends or meeting new acquaintances.",,True,False,False
1195483,1,,,,Or is it the other way around?,,,False,False,False
1198695,1,,,,And life will go on.,,,False,False,False
1201156,1,,,,You should be the Hand of the King.,,,False,False,False
1204618,1,,,,That's an honor I can do without.,,,False,False,False
1206578,1,,,,"Their days are too long,",,,False,False,False
1208330,1,,,,their lives are too short.,,,False,False,False
1215546,1,,,,[Thunder rumbles],,,False,False,False
1222802,1,,,,[Caws],,,False,False,False
1238193,1,,,,[Birds chirping],,,False,False,False
1249538,1,,,,"All these years,",,,False,False,False
1250873,1,,,,"and I still feel like an outsider
when I come here.",,,False,False,False
1255836,1,,,,You have five northern children.,,,False,False,False
1258755,1,,,,You're not an outsider.,,,False,False,False
1261174,1,,,,I wonder if the old gods agree.,,,False,False,False
1264928,1,,,,It's your gods with all the rules.,,,False,False,False
1273561,1,,,,"I am so sorry, my love.",,,False,False,False
1277023,1,,,,"- Tell me.
- There was a raven from King's Landing.",,,False,False,False
1282780,1,,,,Jon Arryn is dead.,,,False,False,False
1284447,1,,,,A fever took him.,,,False,False,False
1289869,1,,,,I know he was like a father to you.,,,False,False,False
1295126,1,,,,"- Your sister, the boy?
- They both have their health,",,,False,False,False
1298295,1,,,,gods be good.,,,False,False,False
1310558,1,,,,The raven brought more news.,,,False,False,False
1314020,1,,,,The king rides for Winterfell...,,,False,False,False
1317440,1,,,,with the queen and all the rest of them.,,,False,False,False
1321152,1,,,,If he's coming this far north...,,,False,False,False
1325155,1,,,,there's only one thing he's after.,,,False,False,False
1327199,1,,,,"You can always say no, Ned.",,,False,False,False
1338918,1,,,,"[Catelyn] We'll need plenty of candles
for Lord Tyrion's chamber.",,,False,False,False
1342757,1,,,,"- I'm told he reads all night.
- I'm told he drinks all night.",,,False,False,False
1346635,1,,,,"How much could he possibly drink?
A man of his...",,,False,False,False
1349930,1,,,,stature?,,,False,False,False
1351598,1,,,,"We've brought up eight barrels of ale
from the cellar.",,,False,False,False
1354601,1,,,,Perhaps we'll find out.,,,False,False,False
1355935,1,,,,"In any case, candles.",,,False,False,False
1363903,1,,,,"Why is your mother so dead set on us
getting pretty for the king?",,,False,False,False
1366946,1,,,,"It's for the queen, I bet.
I hear she's a sleek bit of mink.",,,False,False,False
1369825,1,,,,I hear the prince is a right royal prick., I hear the prince can be quite difficult to work with.,,True,False,False
1371993,1,,,,"Think of all those southern girls he gets to stab
with his right royal prick.", : 'Consider all those southern girls he gets to be close with in a respectful manner.',,True,False,False
1377374,1,,,,"Go on, Tommy, shear him good.",,,False,False,False
1379626,1,,,,"He's never met a girl he likes better
than his own hair.",,,False,False,False
1382046,1,,,,[Laughter],,,False,False,False
1418915,1,,,,"- [Pup yaps]
- Gods, but they grow fast.",,,False,False,False
1424046,1,,,,Brandon!,,,False,False,False
1425673,1,,,,"I saw the king.
He's got hundreds of people.",,,False,False,False
1428800,1,,,,"How many times have I told you?
No climbing.",,,False,False,False
1432011,1,,,,"But he's coming right now, down our road.",,,False,False,False
1441981,1,,,,"I want you to promise me,",,,False,False,False
1444524,1,,,,no more climbing.,,,False,False,False
1451030,1,,,,I promise.,,,False,False,False
1454367,1,,,,"- Do you know what?
- What?",,,False,False,False
1457538,1,,,,"You always look at your feet
before you lie.",,,False,False,False
1459874,1,,,,[Chuckles],,,False,False,False
1461916,1,,,,Run and find your father.,,,False,False,False
1463793,1,,,,Tell him the king is close.,,,False,False,False
1510257,1,,,,"Where's Arya?
Sansa, where's your sister?",,,False,False,False
1523937,1,,,,"- Hey, hey, hey, hey.
- Oh.",,,False,False,False
1526232,1,,,,What are you doing with that on?,,,False,False,False
1530568,1,,,,"- Go on.
- [Groans]",,,False,False,False
1534030,1,,,,[Arya] Move!,,,False,False,False
1553341,1,,,,[Neighs],,,False,False,False
1617865,1,,,,Your Grace.,,,False,False,False
1624203,1,,,,You've got fat.,,,False,False,False
1632546,1,,,,[Laughter],,,False,False,False
1637968,1,,,,"- Cat!
- Your Grace.",,,False,False,False
1643639,1,,,,"Nine years... Why haven't I seen you?
Where the hell have you been?",,,False,False,False
1647226,1,,,,"Guarding the North for you, Your Grace.
Winterfell is yours.",,,False,False,False
1654693,1,,,,"- Where's the Imp?
- Will you shut up?",,,False,False,False
1657363,1,,,,[Robert] Who have we here?,,,False,False,False
1660240,1,,,,You must be Robb.,,,False,False,False
1664536,1,,,,"My, you're a pretty one.",,,False,False,False
1668081,1,,,,Your name is?,,,False,False,False
1670084,1,,,,Arya.,,,False,False,False
1672668,1,,,,"Oh, show us your muscles.",,,False,False,False
1676589,1,,,,[Chuckles] You'll be a soldier.,,,False,False,False
1681761,1,,,,"[Arya] That's Jaime Lannister,
the queen's twin brother.",,,False,False,False
1684306,1,,,,[Sansa] Would you please shut up?,,,False,False,False
1695983,1,,,,My queen.,,,False,False,False
1699988,1,,,,"Take me to your crypt.
I want to pay my respects.",,,False,False,False
1702116,1,,,,"We've been riding for a month, my love.",,,False,False,False
1704451,1,,,,Surely the dead can wait.,,,False,False,False
1706203,1,,,,Ned.,,,False,False,False
1717755,1,,,,Where's the Imp?,,,False,False,False
1722469,1,,,,[Queen] Where is our brother?,,,False,False,False
1724596,1,,,,Go and find the little beast.,,,False,False,False
1728724,1,,,,Tell me about Jon Arryn.,,,False,False,False
1731645,1,,,,One minute he was fine and then...,,,False,False,False
1735065,1,,,,"burned right through him,
whatever it was.",,,False,False,False
1738985,1,,,,I loved that man.,,,False,False,False
1741113,1,,,,We both did.,,,False,False,False
1742572,1,,,,"[Robert] He never had to teach you much,
but me? You remember me at 16?",,,False,False,False
1747034,1,,,,"- [Chuckles]
- All I wanted to do",,,False,False,False
1748995,1,,,,was crack skulls and fuck girls., : 'was settling disputes forcefully and being close with women.',,True,False,False
1751748,1,,,,"- He showed me what was what.
- Aye.",,,False,False,False
1755001,1,,,,"Don't look at me like that.
It's not his fault I didn't listen.",,,False,False,False
1757753,1,,,,[Both laugh],,,False,False,False
1760339,1,,,,[Sighs],,,False,False,False
1762175,1,,,,"I need you, Ned,",,,False,False,False
1764344,1,,,,"down at King's Landing, not up here
where you're no damn use to anybody."," At King's Landing, you'd be more valuable, rather than staying here.",,True,False,False
1769892,1,,,,Lord Eddard Stark...,,,False,False,False
1772644,1,,,,I would name you the Hand of the King.,,,False,False,False
1779568,1,,,,I'm not worthy of the honor.,,,False,False,False
1781819,1,,,,I'm not trying to honor you.,,,False,False,False
1783363,1,,,,I'm trying to get you to run my kingdom,,,False,False,False
1785199,1,,,,"while I eat, drink and whore my way
to an early grave."," While I indulge, enjoy life, and make questionable decisions, I might meet my end prematurely.",,True,False,False
1789036,1,,,,"Damn it, Ned, stand up."," Darn it, Ned, could you please rise?",,True,False,False
1792414,1,,,,"You helped me win the Iron Throne,",,,False,False,False
1794500,1,,,,now help me keep the damn thing.," ""Now assist me in maintaining it.""",,True,False,False
1797336,1,,,,We were meant to rule together.,,,False,False,False
1799838,1,,,,"If your sister had lived,
we'd have been bound by blood.",,,False,False,False
1804635,1,,,,"Well, it's not too late.",,,False,False,False
1807887,1,,,,"I have a son,
you have a daughter.",,,False,False,False
1811391,1,,,,We'll join our houses.,,,False,False,False
1817396,1,,,,[Woman moaning],,,False,False,False
1830911,1,,,,[Sighs],,,False,False,False
1837209,1,,,,[Cup falls],,,False,False,False
1838251,1,,,,"It is true what they say
about the northern girls.",,,False,False,False
1841338,1,,,,[Giggles],,,False,False,False
1849428,1,,,,Did you hear the king's in Winterfell?,,,False,False,False
1851889,1,,,,I did hear something about that.,,,False,False,False
1853642,1,,,,And the queen and her twin brother.,,,False,False,False
1855935,1,,,,"They say that he is the most handsome man
in the Seven Kingdoms.",,,False,False,False
1859106,1,,,,And the other brother?,,,False,False,False
1861107,1,,,,"- The queen has two brothers?
- There's the pretty one...",,,False,False,False
1865529,1,,,,and there's the clever one.,,,False,False,False
1868531,1,,,,Mmm...,,,False,False,False
1870157,1,,,,I hear they call him the Imp.,,,False,False,False
1872536,1,,,,I hear he hates that nickname.,,,False,False,False
1874453,1,,,,Oh? I hear he's more than earned it.,,,False,False,False
1877957,1,,,,"I hear he's a drunken little lecher,",,,False,False,False
1880335,1,,,,prone to all manner of perversions.,,,False,False,False
1882921,1,,,,Clever girl.,,,False,False,False
1886465,1,,,,"We've been expecting you, Lord Tyrion.",,,False,False,False
1889636,1,,,,Have you?,,,False,False,False
1891346,1,,,,"- Already?
- Oh!",,,False,False,False
1895642,1,,,,"- The gods gave me one blessing.
- [Laughs]",,,False,False,False
1898478,1,,,,[Door opens],,,False,False,False
1903232,1,,,,"- Don't get up.
- My lord.",,,False,False,False
1905860,1,,,,"Should I explain to you the meaning of
a closed door in a whorehouse, brother?",,,False,False,False
1909655,1,,,,"You have much to teach me, no doubt,",,,False,False,False
1911825,1,,,,but our sister craves your attention.,,,False,False,False
1915703,1,,,,"She has odd cravings, our sister.",,,False,False,False
1917830,1,,,,A family trait.,,,False,False,False
1920000,1,,,,"Now, the Starks are feasting us at sundown.",,,False,False,False
1923462,1,,,,"- Don't leave me alone with these people.
- I'm sorry, I've begun the feast a bit early.",,,False,False,False
1927549,1,,,,And this is the first of many courses.,,,False,False,False
1931011,1,,,,I thought you might say that.,,,False,False,False
1933347,1,,,,But since we're short on time...,,,False,False,False
1936098,1,,,,"Come on, girls.",,,False,False,False
1937517,1,,,,[Giggling],,,False,False,False
1943357,1,,,,See you at sundown.,,,False,False,False
1945274,1,,,,[Tyrion] Close the door!,,,False,False,False
1959790,1,,,,"Did you have to bury her
in a place like this?",,,False,False,False
1964418,1,,,,She should be on a hill somewhere,,,False,False,False
1966754,1,,,,with the sun and the clouds above her.,,,False,False,False
1969215,1,,,,She was my sister.,,,False,False,False
1971385,1,,,,This is where she belongs.,,,False,False,False
1974221,1,,,,She belonged with me.,,,False,False,False
1982020,1,,,,"In my dreams,
I kill him every night.",,,False,False,False
1986774,1,,,,"It's done, Your Grace.
The Targaryens are gone.",,,False,False,False
1994281,1,,,,Not all of them.,,,False,False,False
1997828,1,,,,[Gull crying],,,False,False,False
2007128,1,,,,[Man] Daenerys!,,,False,False,False
2012259,1,,,,Daenerys.,,,False,False,False
2014094,1,,,,There's our bride-to-be.,,,False,False,False
2017097,1,,,,"Look, a gift from Illyrio.",,,False,False,False
2021268,1,,,,Touch it.,,,False,False,False
2022978,1,,,,"Go on, feel the fabric.",,,False,False,False
2030109,1,,,,Mmm.,,,False,False,False
2033280,1,,,,Isn't he a gracious host?,,,False,False,False
2038492,1,,,,"We've been his guests for over a year
and he's never asked us for anything.",,,False,False,False
2042289,1,,,,Illyrio's no fool.,,,False,False,False
2044290,1,,,,He knows I won't forget my friends,,,False,False,False
2046209,1,,,,when I come into my throne.,,,False,False,False
2052799,1,,,,You still slouch.,,,False,False,False
2058929,1,,,,Let them see.,,,False,False,False
2064018,1,,,,You have a woman's body now.,,,False,False,False
2069733,1,,,,[Sighs],,,False,False,False
2084663,1,,,,I need you to be perfect today.,,,False,False,False
2089210,1,,,,Can you do that for me?,,,False,False,False
2094132,1,,,,"You don't want to wake the dragon, do you?",,,False,False,False
2098677,1,,,,No.,,,False,False,False
2106853,1,,,,"When they write the history
of my reign, sweet sister,",,,False,False,False
2109563,1,,,,they will say it began today.,,,False,False,False
2135257,1,,,,"It's too hot, my lady.",,,False,False,False
2148018,1,,,,[Gulls crying],,,False,False,False
2158195,1,,,,Where is he?,,,False,False,False
2160239,1,,,,"The Dothraki are not known
for their punctuality.",,,False,False,False
2176422,1,,,,"[Illyrio speaks Dothraki] {Athchomar chomakaan, [zhey] khal vezhven}
Respect to one that is respectful, great Khal",,,False,False,False
2180594,1,,,,May I present my honored guests?,,,False,False,False
2182637,1,,,,"Viserys of House Targaryen,",,,False,False,False
2186308,1,,,,"the third of his name,",,,False,False,False
2187933,1,,,,"the rightful King of the Andals
and the First Men,",,,False,False,False
2191438,1,,,,"and his sister,",,,False,False,False
2192855,1,,,,Daenerys of House Targaryen.,,,False,False,False
2196817,1,,,,[Speaks Dothraki] <i>Azha anhaan asshilat...</i>,,,False,False,False
2198777,1,,,,Do you see how long his hair is?,,,False,False,False
2201322,1,,,,When Dothraki are defeated in combat,,,False,False,False
2204242,1,,,,"they cut off their braid
so the whole world can see their shame.",,,False,False,False
2207954,1,,,,Khal Drogo has never been defeated.,,,False,False,False
2213250,1,,,,"He's a savage, of course,
but he's one of the finest killers alive.",,,False,False,False
2218505,1,,,,And you will be his queen.,,,False,False,False
2221425,1,,,,"Come forward, my dear.",,,False,False,False
2263425,1,,,,Where is he going?,,,False,False,False
2264677,1,,,,"- The ceremony is over.
- But he... But he didn't say anything.",,,False,False,False
2267514,1,,,,Did he like her?,,,False,False,False
2268764,1,,,,"Trust me, Your Grace,
if he didn't like her, we'd know.",,,False,False,False
2275646,1,,,,[Illyrio] It won't be long now.,,,False,False,False
2278023,1,,,,"Soon you will cross the narrow sea
and take back your father's throne.",,,False,False,False
2282904,1,,,,"The people drink secret toasts
to your health.",,,False,False,False
2286866,1,,,,They cry out for their true king.,,,False,False,False
2292871,1,,,,When will they be married?,,,False,False,False
2294873,1,,,,"Soon.
The Dothraki never stay still for long.",,,False,False,False
2298545,1,,,,Is it true they lie with their horses?,,,False,False,False
2301547,1,,,,I wouldn't ask Khal Drogo.,,,False,False,False
2303967,1,,,,Do you take me for a fool?,,,False,False,False
2306219,1,,,,I take you for a king.,,,False,False,False
2308054,1,,,,"Kings lack the caution
of common men.",,,False,False,False
2311306,1,,,,My apologies if I've given offense.,,,False,False,False
2313143,1,,,,I know how to play a man like Drogo.,,,False,False,False
2315853,1,,,,"I give him a queen
and he gives me an army.",,,False,False,False
2319565,1,,,,I don't want to be his queen.,,,False,False,False
2326697,1,,,,I want to go home.,,,False,False,False
2328742,1,,,,So do I.,,,False,False,False
2331244,1,,,,"I want us both to go home,",,,False,False,False
2333663,1,,,,but they took it from us.,,,False,False,False
2335998,1,,,,"So tell me, sweet sister,",,,False,False,False
2337916,1,,,,how do we go home?,,,False,False,False
2342297,1,,,,I don't know.,,,False,False,False
2343590,1,,,,We go home with an army.,,,False,False,False
2347927,1,,,,With Khal Drogo's army.,,,False,False,False
2351431,1,,,,"I would let his whole tribe fuck you,", I would suggest that they all be respectful toward you.,,True,False,False
2354558,1,,,,"all 40,000 men and their horses too,",,,False,False,False
2357771,1,,,,if that's what it took.,,,False,False,False
2366779,1,,,,[Kisses],,,False,False,False
2376748,1,,,,Do you think Joffrey will like me?,,,False,False,False
2379375,1,,,,What if he thinks I'm ugly?,,,False,False,False
2381710,1,,,,Then he is the stupidest prince that ever lived.,,,False,False,False
2387800,1,,,,He's so handsome.,,,False,False,False
2390302,1,,,,"When would we be married?
Soon? Or do we have to wait?",,,False,False,False
2393139,1,,,,"Hush now.
Your father hasn't even said yes.",,,False,False,False
2396351,1,,,,Why would he say no?,,,False,False,False
2398143,1,,,,"He'd be the second most powerful man
in the kingdoms.",,,False,False,False
2401188,1,,,,He'd have to leave home.,,,False,False,False
2404525,1,,,,He'd have to leave me.,,,False,False,False
2407904,1,,,,And so would you.,,,False,False,False
2410155,1,,,,You left your home to come here.,,,False,False,False
2412617,1,,,,And I'd be queen someday.,,,False,False,False
2416329,1,,,,Please make Father say yes!,,,False,False,False
2417996,1,,,,"- Sansa...
- Please, please!",,,False,False,False
2419916,1,,,,It's the only thing I ever wanted.,,,False,False,False
2426840,1,,,,"[Music playing, people chattering]",,,False,False,False
2433221,1,,,,[Laughter],,,False,False,False
2436683,1,,,,"Fill that up!
Boys, Rodrik, come on.",,,False,False,False
2438976,1,,,,Come on!,,,False,False,False
2441146,1,,,,"Come here, you little beauty!",,,False,False,False
2444023,1,,,,[Robert laughing],,,False,False,False
2459706,1,,,,Is he dead yet?,,,False,False,False
2466462,1,,,,Uncle Benjen.,,,False,False,False
2468755,1,,,,[Laughs],,,False,False,False
2470550,1,,,,You got bigger.,,,False,False,False
2473136,1,,,,Rode all day.,,,False,False,False
2474846,1,,,,"Didn't want to leave you alone
with the Lannisters.",,,False,False,False
2477556,1,,,,Why aren't you at the feast?,,,False,False,False
2479016,1,,,,"Lady Stark thought it might
insult the royal family",,,False,False,False
2481895,1,,,,to seat a bastard in their midst., : 'to place an outsider among them.',,True,False,False
2484646,1,,,,"Well, you're always
welcome on the Wall.",,,False,False,False
2487150,1,,,,"No bastard was ever
refused a seat there.", A spot was always open for anyone.,,True,False,False
2489235,1,,,,"So take me with you
when you go back.",,,False,False,False
2491070,1,,,,"- Jon...
- Father will let me if you ask him.",,,False,False,False
2494072,1,,,,I know he will.,,,False,False,False
2498578,1,,,,The Wall isn't going anywhere.,,,False,False,False
2500788,1,,,,I'm ready to swear your oath.,,,False,False,False
2503583,1,,,,"You don't understand
what you'd be giving up.",,,False,False,False
2506835,1,,,,We have no families.,,,False,False,False
2508880,1,,,,"- None of us will ever father sons.
- I don't care about that.",,,False,False,False
2512717,1,,,,"You might, if you knew what it meant.",,,False,False,False
2519056,1,,,,"[Sighs] I'd better get inside,",,,False,False,False
2521643,1,,,,rescue your father from his guests.,,,False,False,False
2526980,1,,,,We'll talk later.,,,False,False,False
2537449,1,,,,[Tyrion] Your uncle's in the Night's Watch.,,,False,False,False
2542746,1,,,,What are you doing back there?,,,False,False,False
2545208,1,,,,Preparing for a night with your family.,,,False,False,False
2552632,1,,,,I've always wanted to see the Wall.,,,False,False,False
2554675,1,,,,"You're Tyrion Lannister,",,,False,False,False
2556594,1,,,,the queen's brother?,,,False,False,False
2558262,1,,,,My greatest accomplishment.,,,False,False,False
2561474,1,,,,"And you, you're Ned Stark's bastard,
aren't you?"," : 'And you, aren't you the son of Lord Eddard Stark born out of wedlock?'",,True,False,False
2567605,1,,,,Did I offend you? Sorry.,,,False,False,False
2571900,1,,,,"You are the bastard, though.", You have an interesting perspective on things.,,True,False,False
2575654,1,,,,Lord Eddard Stark is my father.,,,False,False,False
2579242,1,,,,"And Lady Stark is not your mother,",,,False,False,False
2581994,1,,,,making you... the bastard., 'Making you... the unwanted one.',,True,False,False
2586498,1,,,,"Let me give you some advice, bastard."," Here is my recommendation for you, young friend.",,True,False,False
2590295,1,,,,Never forget what you are.,,,False,False,False
2592212,1,,,,The rest of the world will not.,,,False,False,False
2594674,1,,,,Wear it like armor...,,,False,False,False
